ratings,title,content,company,review_website
5,I seriously believe that for…,I seriously believe that for dropshipping Spocket is the best specialty if you want to drop ship in the US due to their local nearest supply warehouse and cuts a lot of time in the shipping time for your customers also they carry a great deal of different niches and inventory where you are able to scale your store to its highest sales potential  i done some pretty good research and spocket came on top for many good reasons you can also atomized your product resupply list.  Highly recommend it although they have a monthly subscription charge but is well worthed every cent you invest on this dropshipping app.  Tracy Luna,Spocket,Trustpilot
5,If your new to drop shipping spocket is…,"If your new to drop shipping spocket is great they are very helpful , endless options to choose from and they give you a free trial to see if it is something for you Highly recommend .",Spocket,Trustpilot
5,Simple easy way to set up a drop…,Simple easy way to set up a drop shipping business. Everything is automated and there is lots of customer service. I would recommend it.,Spocket,Trustpilot
5,sooooo good the best app in the world…,sooooo good the best app in the world for dropshipping,Spocket,Trustpilot
5,USA and EU,USA and EU This makes it so easy for me to start my journey to have my own independent job,Spocket,Trustpilot
5,Spocket rockets to 5 stars!,Learning about Spocket has completely changed my mindset on drop shipping. 5 star spocket!,Spocket,Trustpilot
5,It’s a very easy and cool app it is…,It’s a very easy and cool app it is very good for dropshipping and etc . You can find high end products from this site . I really recommend it and like it . It has over 100000 items from you to choose from so it is very large. It is a very trustful source,Spocket,Trustpilot
5,"So far, so good!","So, far so good! Love the products and the ability to narrow search results to exactly what I want for my store.",Spocket,Trustpilot
5,Really great products,Really great products. Amazing customer service. Very dependable. Always helpful no matter what my question or concerns have been. Even get good service in middle of the night. Highly recommend using them. Very pleased.,Spocket,Trustpilot
5,They have best support system,They have best support system. Very nice and super quick. Great products. They never let me down and are always there to answer any questions or concerns I have. Never had a bad experience with it.,Spocket,Trustpilot
1,Update,"Update: Kim now updated the refund policy this week on their website to now say it won't give refunds clearly even though I have a print out of their policies from when I signed up and wrote them about issues with their website not working for our store and told them their agreement terms page did not have this policy and did not clearly state a section on refunds from cancelation. Changes wording to cheat customers and then says sorry we are sticking to our [new] policies. They are literally ignoring me on their live chat for over 45 minutes now, stopped responding after offering me a refund and I was being very nice, they just dropped the conversation. The prices are tremendously high leaving either no margin or around $1. Pictures from some retailers are very blurry, and the descriptions are poorly written so there is a lot of editing to have these ready to put on any website. I would not recommend, I have been scammed on their yearly subscription plan.",Spocket,Trustpilot
5,Easy to use and setup,,Spocket,Trustpilot
1,"It is NOT a ""free"" trial! DO NOT USE THEM - SCAMMERS","Update 1/21/21:I have filed a complaint to BBB, the old response instead of the one they replaced it with below stated the following- ""You definitely should not be charged if you have canceled before the trial has expired. Even with our policies in place, we make sure that all charges are fair and within the signup agreement. We would be more than happy to investigate your concern and take the appropriate actions to make things right! Please reach out to us at supportatspocket.co and we'll gladly assist you. Thank you for your patience!""If anyone else which I'm reading has experienced them not canceling your free trial then charging you please file a complaint with BBB as well. Pay attention to the bad reviews before you use this vendor. It is 100% true. They respond to the complaints on this platform pretending they are going to resolve the issue and to reach back out to them again. BUT THEY DO NOT. They would not refund me for a trial I had canceled before it was over.",Spocket,Trustpilot
5,Interesting,I’m still learning how this works,Spocket,Trustpilot
5,Great experience,"Great experience, superb!",Spocket,Trustpilot
5,Spocket has excellent customer service,"Spocket has excellent customer service. The representatives are very fast, friendly, knowledgable, non judgemental and understanding. They get the job done so you dont waste precious time or money when your running an online business. Thank You Spocket!!",Spocket,Trustpilot
